,user_txt,user_id
639,PORDO,639
640,MICALLEF,640
641,feekill,641
642,Pabix,642
643,Gump,643
644,vijaya,644
645,Joe-e19,645
646,d0t,646
647,wizonesolutions,647
648,Satauros,648
649,TTxT,649
650,jiffe1,650
651,DexterLB,651
652,velizarov|laptop,652
653,sirriffsalot,653
654,unknown_had,654
655,Anusien2,655
656,mister2,656
657,mg,657
658,sousousou_,658
659,grgcsmc,659
660,Nemesis02,660
661,Bassetts,661
662,genpatton7,662
663,Jay-Oh-En,663
664,linux,664
665,sburwood,665
666,supreme,666
667,tomodachi,667
668,Jack_Sparrow,668
669,mattgirv,669
670,valberg,670
671,WeazelON,671
672,[optik],672
673,alex73,673
674,zkmaster,674
675,harhar,675
676,vadmeste,676
677,dubby,677
678,miguev,678
679,silent_h,679
680,pirx,680
681,hapl0,681
682,Dro__,682
683,greydawg,683
684,vdepizzol,684
685,ctothej,685
686,Glamdesk,686
687,procrastubator,687
688,Laterix,688
689,farofa,689
690,yank,690
691,lkthomas,691
692,cvr,692
693,sjdurfey,693
694,dagon,694
695,ntsasng,695
696,sarmisak,696
697,dcnstrct,697
698,media64,698
699,Dunkirk,699
700,robis,700
701,FirstSgt2,701
702,phahn,702
703,Chronosphear,703
704,linuxnewbie756,704
705,LittleBallOfHate,705
706,efox,706
707,armedking,707
708,James_Epp,708
709,Char|ie,709
710,oxodesign,710
711,HP_Administrator,711
712,ReWT_AxS,712
713,JornStian,713
714,bishops,714
715,xTEMPLARx,715
716,etheretic1,716
717,cornixx,717
718,Kage`,718
719,gharz,719
720,alekz,720
721,kaps1,721
722,SilentOutcast,722
723,Terminus,723
724,Guest54804,724
725,Cork,725
726,lesser_panda,726
727,Saint_Philomena,727
728,jokkaa,728
729,mijk,729
730,angel282,730
731,corecode,731
732,sacater,732
733,krishna,733
734,Dessimat0r,734
735,strange,735
736,Spike1506,736
737,smw94,737
738,zero88,738
739,ntzor,739
740,kostmo,740
741,CodeWar,741
742,Tazbobu,742
743,dubey,743
744,guampa,744
745,ConsoleFx,745
746,Skif,746
747,DMZ_,747
748,achandrashekar,748
749,BioVorE,749
750,vermoos,750
751,baseline,751
752,solid_liq,752
753,konner,753
754,maddawg2,754
755,Noggin,755
756,bungle,756
757,_kevin,757
758,JonBoon,758
759,succubus_-_,759
760,iDN,760
761,viscount,761
762,Pici,762
763,agentgasmask,763
764,pangaea,764
765,s1ckness,765
766,locomorto,766
767,oleg,767
768,ETERNA,768
769,andy_,769
770,Turominio,770
771,djdarkman,771
772,bakarat,772
773,lokvendra,773
774,Milossh,774
775,pulver,775
776,civirok,776
777,nalioth_zZzZzZzZ,777
778,koffeinfriedhof,778
779,sebastianffx,779
780,Docteh,780
781,UmbraChimera,781
782,reggi,782
783,rofl0r,783
784,mark_fawkes,784
785,spir,785
786,max_ubuntu_noobi,786
787,zerothis1,787
788,ese,788
789,spm_draget,789
790,Dionysos22,790
791,Anon741,791
792,cardador,792
793,Jen8,793
794,Annoyed,794
795,TheEternalAbyss,795
796,Catarthes,796
797,azureal,797
798,anti_system32,798
799,emilie,799
800,petsounds,800
801,randabis-laptop,801
802,mah454,802
803,orudie,803
804,elfer,804
805,BarbaraBush_,805
806,LtL,806
807,cknox,807
808,elitexray,808
809,wllrt,809
810,sudipta,810
811,jack_sparrow,811
812,Spartac,812
813,acicula,813
814,clayg,814
815,hololight,815
816,Sanukode,816
817,stapol,817
818,magistar,818
819,yuan,819
820,bullgard1,820
821,_Kyon_,821
822,Dreaman,822
823,Music_Shuffle1,823
824,ben_,824
825,tsapii,825
826,EightySix,826
827,ERGLupin,827
828,debjan,828
829,_44trent,829
830,sc0tt,830
831,philip,831
832,tainted,832
833,yinlong,833
834,andrea_,834
835,vadviktor,835
836,Boredom_inc,836
837,Guest57763,837
838,Blauhaut,838
839,purencool,839
840,gryzor,840
841,jowe,841
842,RJ45,842
843,didymo,843
844,indian_munnda,844
845,mikael69,845
846,Brian_,846
847,rchrdcrg,847
848,unicornjedi,848
849,pawan,849
850,arun_,850
851,jeffreylevesque,851
852,fnf,852
853,Tedd|,853
854,jcole,854
855,nmxyz,855
856,seb128,856
857,dori,857
858,js1,858
859,troned,859
860,ThePirateRedBear,860
861,wwwwwwwwwwwwww,861
862,frojnd,862
863,venomen,863
864,katronix,864
865,Oxi9eN,865
866,Bluhd,866
867,Igramul,867
868,Sake,868
869,thostr,869
870,chromebuntu,870
871,tangji,871
872,LivingTarget,872
873,TreeStump,873
874,blurrr,874
875,seekwill,875
876,mudgoon,876
877,Circuitsoft,877
878,FManTX,878
879,SirUser,879
880,KaAttaKilla,880
881,procrastinationn,881
882,c5RzK4,882
883,Reventlo1,883
884,Choups,884
885,liquidindian,885
886,eVILPeeR,886
887,CapaH,887
888,bray908201,888
889,asc,889
890,CrashProne,890
891,Gremuchnik,891
892,TokenBad,892
893,wmoss,893
894,dvdmuckle,894
895,ohletmeinnowjesu,895
896,anoop_,896
897,loca|host,897
898,Kickboy,898
899,fugitivecoast,899
900,kousotu,900
901,iflema,901
902,MelbourneBloke,902
903,Jeffm515,903
904,arashmousavi,904
905,keiron,905
906,AbortD,906
907,subb1,907
908,Arme,908
909,varunendra,909
910,baconbacon,910
911,hexstatik,911
912,garle,912
913,mish-,913
914,marcellux,914
915,iepupp_,915
916,greenIT,916
917,Vixen_,917
918,asdfppf,918
919,roothy,919
920,Darael,920
921,ernstlu,921
922,cristi22,922
923,TheLordOfTime,923
924,superstraw,924
925,teroedni,925
926,radhruin,926
927,gardiner,927
928,tomengland,928
929,clive,929
930,Don_Miguel,930
931,rebs,931
932,syte,932
933,selinium,933
934,thewrinkle,934
935,PKdoR,935
936,britt,936
937,xtknight,937
938,elky,938
939,jvrmrtn,939
940,5EXAANIBG,940
941,Gartral,941
942,pappan,942
943,mythri,943
944,dbclk,944
945,dondong,945
946,saxin,946
947,conkyhelp,947
948,djtansey,948
949,bwb,949
950,cappiz,950
951,Guest78405,951
952,dubnium,952
953,treelzebub,953
954,forehelp,954
955,speeddemon8803,955
956,the_Kane,956
957,tilt,957
958,bliZZardz,958
959,solli,959
960,oshi,960
961,user,961
962,asvmsxc,962
963,super-6-1,963
964,Martin^,964
965,Razor-X,965
966,GuTi-zz,966
967,Tecna,967
968,Pabremer,968
969,cactusfrog,969
970,ksmurf,970
971,Sivam,971
972,kandinski,972
973,fredforfaen,973
974,fmasi,974
975,ghalib,975
976,doodlenox,976
977,SwashBuckla,977
978,bina,978
979,DocPlatypus,979
980,LucidGuy,980
981,jrinkovs,981
982,LinuxEzGer8,982
983,HetaUma,983
984,Delphin,984
985,emuzesto,985
986,fatcake,986
987,sjors_,987
988,thedarkthoughts_,988
989,khalsa,989
990,ClientAlive,990
991,ay92,991
992,interferon,992
993,nitrox,993
994,altf2o,994
995,FDFlock,995
996,biaksh,996
997,c0ld,997
998,citizenkeys,998
999,paragon36,999
1000,thenetduck,1000
1001,hellyeah,1001
1002,cdmarcus,1002
1003,zyth,1003
1004,Jane_ux,1004
1005,sardano,1005
1006,foul_owl,1006
1007,dehabu,1007
1008,davmor2,1008
1009,Maban,1009
1010,nnz0id,1010
1011,Ttech,1011
1012,pretender_,1012
1013,pero_p_,1013
1014,JanC,1014
1015,comctrl6,1015
1016,skratchez,1016
1017,supravat,1017
1018,stefan,1018
1019,shay26,1019
1020,Aer,1020
1021,ThePub,1021
1022,stian,1022
1023,djjeff_,1023
1024,themagmaforce,1024
1025,john__,1025
1026,b0x,1026
1027,Ankammarao_,1027
1028,Zyb,1028
1029,DZEND,1029
1030,marik,1030
1031,lunarjar,1031
1032,danutzu,1032
1033,snowhouse,1033
1034,Bola,1034
1035,moparfan90,1035
1036,Blade_Wizard_Fal,1036
1037,Ububasher,1037
1038,Nihil85,1038
1039,jaakkos,1039
1040,addison,1040
1041,roland,1041
1042,djh82uk,1042
1043,dunbuggy,1043
1044,mf_417,1044
1045,mib_N0JHFEJl,1045
1046,aMoniker,1046
1047,smtp_not_working,1047
1048,notgod,1048
1049,ham1,1049
1050,dsoyet,1050
1051,blackroseblade,1051
1052,jackal24,1052
1053,ltp,1053
1054,WeThePeople,1054
1055,qwerty121,1055
1056,helllp,1056
1057,roger_mudd,1057
1058,Dylan`,1058
1059,fuad_slalu_keren,1059
1060,white_eagle,1060
1061,mohadib,1061
1062,dani_,1062
1063,walbert,1063
1064,ggeller,1064
1065,mdh,1065
1066,balls,1066
1067,dayo,1067
1068,Occasus_,1068
1069,kahramanmasaesat,1069
1070,dsch04,1070
1071,spydmobile,1071
1072,damg,1072
1073,lov255,1073
1074,guzzlefry,1074
1075,jasonbassett,1075
1076,nilstab,1076
1077,Nosophorus,1077
1078,amdpox,1078
1079,djexq,1079
1080,CrazyH,1080
1081,sexcopter8000,1081
1082,gwydionwaters,1082
1083,antiPoP,1083
1084,sndcoe-mml02,1084
1085,Old_Dog,1085
1086,boodroscotch,1086
1087,hlds,1087
1088,marcin,1088
1089,bart416,1089
1090,albert,1090
1091,wsb_,1091
1092,TimeVirus,1092
1093,_Freedom0_,1093
1094,Aleksander,1094
1095,vampirnata,1095
1096,tianshu,1096
1097,dnewkirk,1097
1098,Guest77042,1098
1099,wonderwal-,1099
1100,Lalo2,1100
1101,balayhashi,1101
1102,wiak,1102
1103,dugurama,1103
1104,DanB__,1104
1105,abe3k,1105
1106,FatalError,1106
1107,boga,1107
1108,realnickn,1108
1109,D7k,1109
1110,prozacmas,1110
1111,drr105,1111
1112,aendruk,1112
1113,Linuz2009,1113
1114,chuck_,1114
1115,plouffe,1115
1116,feng_,1116
1117,juztin,1117
1118,SoulPropagation,1118
1119,sthiyaga,1119
1120,Once,1120
1121,micahcowan,1121
1122,dgjones,1122
1123,brynk,1123
1124,tonph,1124
1125,Meraxupypr,1125
1126,niche,1126
1127,desturrr,1127
1128,stevedave,1128
1129,sussler,1129
1130,elvissilva,1130
1131,BadDream,1131
1132,Fall,1132
1133,djieno,1133
1134,tlhiv,1134
1135,Joseph,1135
1136,surplusxmas,1136
1137,markskilbeck,1137
1138,mikeg,1138
1139,adriano,1139
1140,Guest58851,1140
1141,kalamajo,1141
1142,uzerzero,1142
1143,dabukalam,1143
1144,dabar,1144
1145,bitkamaki,1145
1146,raj_,1146
1147,hobbel,1147
1148,mib_0bq0hunh,1148
1149,ddellav,1149
1150,tos_,1150
1151,renebarbosa,1151
1152,KM0201,1152
1153,noelferreira,1153
1154,shmeelAway,1154
1155,hihhihihihihi,1155
1156,smithmail,1156
1157,bitmous1,1157
1158,mib_semslie,1158
1159,pikkunen,1159
1160,seraphim,1160
1161,kamenoko,1161
1162,ShazbotMcNasty,1162
1163,w0rm-_x,1163
1164,musikgoat,1164
1165,desrt,1165
1166,MindVirus,1166
1167,samsss,1167
1168,stupid,1168
1169,brian_,1169
1170,puting,1170
1171,surskitty,1171
1172,fula_,1172
1173,kulhas,1173
1174,rfxcasey,1174
1175,logi_,1175
1176,Steve^,1176
1177,nublet,1177
1178,mattwj2002,1178
1179,un_operateur,1179
1180,Crazz,1180
1181,ethen637,1181
1182,qkit,1182
1183,pooz,1183
1184,poorUser,1184
1185,overflow-1,1185
1186,Ep|phany,1186
1187,shingalated,1187
1188,jussi,1188
1189,Scraak,1189
1190,yaman,1190
1191,goldenpockets,1191
1192,Travis_Senechek,1192
1193,r0b,1193
1194,derpella,1194
1195,Mittles,1195
1196,nnach1,1196
1197,moribus,1197
1198,maxkelley,1198
1199,nsadmin,1199
1200,savvas,1200
1201,bsdlogical,1201
1202,vie,1202
1203,bloops,1203
1204,shaa-gi,1204
1205,FilthyRat,1205
1206,jambarbosa,1206
1207,hassen,1207
1208,twisties,1208
1209,shmulik,1209
1210,Bonez56,1210
1211,alfred_,1211
1212,michaelvd,1212
1213,Juayz,1213
1214,barrett,1214
1215,s5s,1215
1216,fredmv,1216
1217,sibaar_,1217
1218,newbieu,1218
1219,stongo,1219
1220,kern,1220
1221,zerothis,1221
1222,devinderbhullar,1222
1223,ardian,1223
1224,selinium_,1224
1225,tsp1,1225
1226,paulo,1226
1227,mcmillan_33,1227
1228,MarioMaster100,1228
1229,ben,1229
1230,SEJeff,1230
1231,Gryllida,1231
1232,ws008,1232
1233,PW-toXic,1233
1234,hacim,1234
1235,stefan__1,1235
1236,bobweaver,1236
1237,YoshiG3,1237
1238,eugman,1238
1239,Clank|Tab,1239
1240,bw_,1240
1241,SIFTU,1241
1242,ryankask,1242
1243,panosl,1243
1244,MrDoctor,1244
1245,whabo,1245
1246,Kasper_G,1246
1247,narg,1247
1248,GhostWolf,1248
1249,lebowski,1249
1250,ezio,1250
1251,Storrgie,1251
1252,SrPx,1252
1253,noj_,1253
1254,nils_,1254
1255,DJ_Danni,1255
1256,T8y8,1256
1257,Lanthes,1257
1258,Shizuo,1258
1259,Music_Shuffle,1259
1260,Shpook,1260
1261,ladyisabel77,1261
1262,LA-Snow,1262
1263,Psi-Jack,1263
1264,fuoco,1264
1265,lukus`,1265
1266,Fracture,1266
1267,GothSpark,1267
1268,wickedpuppy,1268
1269,[biabia],1269
1270,Bu1,1270
1271,family,1271
1272,r43gh4r,1272
1273,zerowaitstate,1273
1274,aquafina,1274
1275,challenger,1275
1276,cynical,1276
1277,a,1277
1278,Jivenix,1278
1279,electronick,1279
1280,cenerentola,1280
1281,karim,1281
1282,kryptonradon,1282
1283,Badge1,1283
1284,MatthewV,1284
1285,chilicuil,1285
1286,Orbo,1286
1287,cbruggeman,1287
1288,esac_,1288
1289,M4rc3l,1289
1290,deamanx,1290
1291,drako,1291
1292,kaushal,1292
1293,argument,1293
1294,regebro,1294
1295,t0cableguy1,1295
1296,cfhowlett,1296
1297,callim,1297
1298,biro,1298
1299,luisgmarine,1299
1300,jessy_,1300
1301,JohnsonE,1301
1302,lekremyelsew,1302
1303,r_a_f,1303
1304,abator,1304
1305,supahhackah,1305
1306,WanderingEnder,1306
1307,ollekalle,1307
1308,bobby,1308
1309,Mudack,1309
1310,drzolo,1310
1311,deserteagle,1311
1312,hippys,1312
1313,yanimax,1313
1314,frog_,1314
1315,fr500_,1315
1316,fairuz,1316
1317,J-BBB,1317
1318,yokowka,1318
1319,YSNESHY,1319
1320,waveshaper,1320
1321,alunos_,1321
1322,mind,1322
1323,Pragna,1323
1324,sidny4,1324
1325,merpnderp,1325
1326,zerus,1326
1327,rhs,1327
1328,charlesno,1328
1329,Hans_,1329
1330,Zealot12,1330
1331,K_45,1331
1332,Fensta,1332
1333,grazz,1333
1334,delac,1334
1335,go8765,1335
1336,tobiasz,1336
1337,wolter,1337
1338,xvzf,1338
1339,ketty,1339
1340,Tom1,1340
1341,mohit,1341
1342,garret,1342
1343,cmdbbq,1343
1344,kishan,1344
1345,jakemills,1345
1346,Jenny-england,1346
1347,FinalX,1347
1348,somaye,1348
1349,teage,1349
1350,The_Ringmaster,1350
1351,boogieman,1351
1352,yamen,1352
1353,goldcityman,1353
1354,TheTopBloke,1354
1355,vtghii,1355
1356,syntax\,1356
1357,Kman,1357
1358,amaurea,1358
1359,avis,1359
1360,Cydonia,1360
1361,usuario,1361
1362,ville5,1362
1363,random123,1363
1364,__unik,1364
1365,Hwolf,1365
1366,ucenik_,1366
1367,grol,1367
1368,Spats_,1368
1369,threexk,1369
1370,Hippy,1370
1371,EriC^,1371
1372,zpertee,1372
1373,akis,1373
1374,administrador,1374
1375,tweaked,1375
1376,crake,1376
1377,eyec0n,1377
1378,iamweirdie,1378
1379,shuman,1379
1380,yanick_,1380
1381,arghh2D2,1381
1382,earl2,1382
1383,alderman,1383
1384,stevenm,1384
1385,bazhang_,1385
1386,kjelle,1386
1387,Tigran_,1387
1388,SusyLegs,1388
1389,Tricks,1389
1390,zykotic10,1390
1391,gandalfcome,1391
1392,sms,1392
1393,exono,1393
1394,steve_,1394
